date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:50:22	827/827	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228b7165c3ca8f930bf6a1cf4ad12de85a%22	https://discord.com/assets/8b7165c3ca8f930bf6a1cf4ad12de85a.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/8b7165c3ca8f930bf6a1cf4ad12de85a.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:23	32527/32527	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235000dd88d1b338a790f3e387cbd7e7a%22	https://discord.com/assets/35000dd88d1b338a790f3e387cbd7e7a.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/35000dd88d1b338a790f3e387cbd7e7a.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:23	8170/8170	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221dabb8ee5d7cb5137c06f958e0091573%22	https://discord.com/assets/1dabb8ee5d7cb5137c06f958e0091573.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/1dabb8ee5d7cb5137c06f958e0091573.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:23	10840/10840	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2225f3555f54d3c872f0ac7a5922c8eccf%22	https://discord.com/assets/25f3555f54d3c872f0ac7a5922c8eccf.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/25f3555f54d3c872f0ac7a5922c8eccf.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:23	32616/32616	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a04c7c4c4ae704b78f6468eb4cbf734e%22	https://discord.com/assets/a04c7c4c4ae704b78f6468eb4cbf734e.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/a04c7c4c4ae704b78f6468eb4cbf734e.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:24	8106/8106	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235b49c535a7872bfc0a260fd3b3cb76e%22	https://discord.com/assets/35b49c535a7872bfc0a260fd3b3cb76e.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/35b49c535a7872bfc0a260fd3b3cb76e.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:24	10653/10653	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e1865a8cd9d685b3f6b69d22adc9b429%22	https://discord.com/assets/e1865a8cd9d685b3f6b69d22adc9b429.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/e1865a8cd9d685b3f6b69d22adc9b429.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:24	390/390	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2254e7d417006439ced906da5709c645ab%22	https://discord.com/assets/54e7d417006439ced906da5709c645ab.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/54e7d417006439ced906da5709c645ab.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:24	354/354	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22da0c4a32b44b04d50f7951b925a39063%22	https://discord.com/assets/da0c4a32b44b04d50f7951b925a39063.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/da0c4a32b44b04d50f7951b925a39063.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:25	368/368	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bdbb8326fbb4834998152887ddbdb0c8%22	https://discord.com/assets/bdbb8326fbb4834998152887ddbdb0c8.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/bdbb8326fbb4834998152887ddbdb0c8.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:25	697/697	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2281673077ca178aa1173cfdca182420d8%22	https://discord.com/assets/81673077ca178aa1173cfdca182420d8.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/81673077ca178aa1173cfdca182420d8.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:25	697/697	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220e42ea80ec097e94d0ea07a548d71419%22	https://discord.com/assets/0e42ea80ec097e94d0ea07a548d71419.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/0e42ea80ec097e94d0ea07a548d71419.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
04:50:25	354/354	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c4bc7d01b54d4bb9046bbc5051b1cbf6%22	https://discord.com/assets/c4bc7d01b54d4bb9046bbc5051b1cbf6.svg	C:/webpages/Discord%20Web%20Page/discord.com/assets/c4bc7d01b54d4bb9046bbc5051b1cbf6.svg	(from https://discord.com/assets/40532.283dea0ae27a51c07073.css)
